,id,Gender,Age,Region_Code,Age,VehicleDamage,Premium,Vintage,Response,Mystery
92,222005,Female,39,28,1-2 Year,Yes,48932,215,0,M20
93,250431,Female,47,28,1-2 Year,Yes,27004,283,0,M14
94,281032,Male,24,50,< 1 Year,Yes,36533,165,0,M18
95,101390,Female,76,3,1-2 Year,Yes,23632,92,0,M9
96,204648,Male,65,15,1-2 Year,Yes,2630,84,0,M14
97,85290,Male,60,28,> 2 Years,Yes,44319,10,1,M18
98,368696,Female,65,28,1-2 Year,Yes,56256,40,1,M15
99,125915,Male,24,28,< 1 Year,No,33756,50,0,M16
100,229990,Male,45,28,1-2 Year,Yes,2630,168,0,M19
101,229589,Male,27,30,< 1 Year,No,21944,90,0,M19
102,271299,Male,44,28,1-2 Year,No,27391,35,0,M17
103,197839,Female,68,28,1-2 Year,Yes,39545,63,1,M7
104,272998,Female,24,41,< 1 Year,Yes,69025,253,1,M8
105,137271,Male,28,28,1-2 Year,Yes,43382,37,1,M9
106,24852,Male,69,28,1-2 Year,Yes,45209,87,0,M5
107,347507,Male,74,28,1-2 Year,No,48065,69,0,M20
108,191655,Male,21,15,< 1 Year,No,44065,181,0,M3
109,343501,Female,27,29,< 1 Year,No,23293,30,0,M4
110,297097,Male,25,46,< 1 Year,No,32787,289,0,M14
111,204699,Female,22,28,< 1 Year,No,36074,155,0,M3
112,127407,Female,46,11,1-2 Year,No,29213,240,0,M3
113,181085,Female,38,46,1-2 Year,No,22522,184,0,M18
114,299319,Female,26,3,< 1 Year,No,34856,268,0,M15
115,16381,Female,32,28,< 1 Year,Yes,34131,48,1,M17
116,17384,Female,27,50,< 1 Year,No,41004,105,0,M6
117,120152,Male,47,28,1-2 Year,Yes,42116,143,0,M3
118,104722,Male,72,28,1-2 Year,Yes,45412,275,0,M20
119,71197,Female,25,29,< 1 Year,No,32398,133,0,M1
120,58691,Female,52,8,1-2 Year,Yes,69035,83,0,M1
121,32001,Male,48,28,1-2 Year,Yes,40152,97,0,M8
122,347017,Male,20,15,< 1 Year,Yes,35949,31,1,M10
123,124117,Female,23,41,< 1 Year,No,41874,21,0,M4
124,235073,Female,48,46,1-2 Year,Yes,23687,62,0,M7
125,133243,Male,62,28,1-2 Year,Yes,31712,112,0,M5
126,378851,Female,40,28,1-2 Year,No,30593,17,0,M17
127,11370,Female,81,28,1-2 Year,Yes,32000,180,1,M2
128,222821,Male,46,3,1-2 Year,No,41744,298,0,M1
129,375143,Male,60,8,1-2 Year,No,37513,194,0,M8
130,100539,Female,53,8,1-2 Year,Yes,49588,295,0,M6
131,116009,Female,38,15,1-2 Year,Yes,37812,168,0,M16
132,296177,Female,37,28,1-2 Year,No,48779,284,0,M7
133,135221,Male,41,8,1-2 Year,Yes,2630,132,1,M4
134,105814,Male,21,11,< 1 Year,Yes,57344,156,0,M18
135,174458,Male,42,28,1-2 Year,Yes,33401,166,0,M19
136,380237,Female,25,11,< 1 Year,No,35760,175,0,M4
137,183554,Male,33,46,< 1 Year,Yes,29528,131,1,M18
138,12473,Male,43,28,1-2 Year,Yes,44950,114,0,M1
139,98159,Female,40,41,1-2 Year,No,42238,29,0,M14
140,294790,Female,31,28,1-2 Year,No,2630,132,0,M19
141,274369,Female,76,28,1-2 Year,No,51848,145,0,M13
142,284271,Female,73,28,1-2 Year,No,39108,51,0,M9
143,65473,Male,51,28,1-2 Year,Yes,2630,149,1,M10
144,282992,Male,55,28,1-2 Year,Yes,38452,34,1,M20
145,200230,Male,22,15,< 1 Year,No,32180,71,0,M9
146,322841,Male,21,8,< 1 Year,No,39660,28,0,M5
147,76128,Female,20,30,< 1 Year,Yes,27234,225,0,M7
148,60798,Male,39,41,1-2 Year,Yes,33919,255,0,M5
149,163634,Female,37,28,1-2 Year,No,45413,264,0,M1
150,368958,Male,44,28,1-2 Year,No,36330,270,0,M1
151,181676,Male,43,3,1-2 Year,Yes,23926,292,0,M13
152,82256,Male,41,28,1-2 Year,Yes,32893,87,1,M13
153,16853,Female,59,28,1-2 Year,Yes,2630,163,0,M3
154,135738,Male,25,46,< 1 Year,No,2630,152,0,M17
155,192505,Male,72,50,1-2 Year,Yes,52432,293,0,M13
156,336669,Male,51,28,1-2 Year,No,58623,173,0,M19
157,61665,Male,39,28,1-2 Year,Yes,65524,113,0,M7
158,228111,Male,51,8,1-2 Year,Yes,2630,243,1,M10
159,156925,Female,21,30,< 1 Year,No,35028,13,0,M4
160,262628,Male,51,28,1-2 Year,No,67711,196,0,M11
161,254916,Male,47,28,1-2 Year,No,39433,35,0,M14
162,361830,Female,23,28,1-2 Year,Yes,40193,65,0,M17
163,161716,Female,22,41,< 1 Year,No,31876,242,1,M14
164,105600,Female,22,8,< 1 Year,No,45601,140,0,M16
165,141458,Female,32,46,1-2 Year,No,2630,272,0,M13
166,143793,Male,47,46,1-2 Year,Yes,30106,217,0,M16
167,36563,Female,28,8,< 1 Year,No,36094,125,0,M8
168,124482,Female,52,41,1-2 Year,Yes,35145,96,1,M19
169,270084,Female,20,15,< 1 Year,Yes,27981,189,0,M4
170,12256,Male,48,28,1-2 Year,Yes,76950,225,1,M2
171,5854,Female,21,46,< 1 Year,Yes,28357,106,0,M13
172,102377,Male,32,28,< 1 Year,No,45951,111,0,M13
173,256207,Female,41,28,1-2 Year,Yes,41499,284,1,M13
174,188922,Male,35,28,1-2 Year,Yes,2630,24,0,M14
175,303567,Male,22,41,< 1 Year,No,26396,237,0,M16
176,49342,Female,22,28,< 1 Year,No,37405,257,0,M15
177,98369,Female,37,28,1-2 Year,No,57690,248,0,M3
178,65055,Female,22,8,< 1 Year,Yes,47505,175,0,M14
179,7012,Male,34,3,1-2 Year,Yes,20451,179,0,M4
180,233358,Male,33,30,1-2 Year,Yes,35418,87,0,M13
181,346198,Male,34,28,1-2 Year,Yes,34057,242,1,M10
182,368111,Female,26,11,< 1 Year,No,26271,252,0,M9
183,91230,Male,32,41,< 1 Year,No,38363,16,0,M17
184,265182,Female,40,15,1-2 Year,Yes,29436,192,0,M17
185,330998,Female,42,28,1-2 Year,No,29262,103,0,M12
186,206829,Male,24,41,< 1 Year,No,37656,136,0,M11
187,77516,Female,43,28,1-2 Year,Yes,45677,276,0,M9
188,70242,Male,76,3,1-2 Year,No,2630,253,0,M3
189,253934,Female,54,28,1-2 Year,Yes,29142,125,0,M11
190,89833,Female,24,11,< 1 Year,No,41904,209,0,M7
191,344883,Male,43,28,1-2 Year,Yes,21274,22,0,M4
192,322368,Female,50,41,1-2 Year,Yes,39643,161,1,M1
193,103352,Female,35,28,1-2 Year,Yes,49776,101,0,M18
194,26052,Male,27,46,< 1 Year,No,26702,144,0,M11
195,237451,Male,31,29,1-2 Year,No,24224,209,0,M6
196,84251,Female,22,8,< 1 Year,No,34062,175,0,M16
197,276560,Female,47,28,1-2 Year,Yes,29546,287,0,M6
198,183879,Male,77,29,1-2 Year,No,34471,263,0,M13
199,63207,Female,42,8,1-2 Year,No,50152,37,0,M2
200,62297,Female,42,46,1-2 Year,No,28542,197,0,M7
201,277906,Male,31,8,1-2 Year,No,28674,31,0,M20
202,191889,Female,54,28,1-2 Year,Yes,91969,113,1,M12
203,251361,Male,55,29,1-2 Year,No,38767,129,0,M1
204,154696,Female,30,30,< 1 Year,Yes,21572,179,1,M12
205,202711,Female,33,28,< 1 Year,No,22951,14,0,M13
206,371941,Male,36,28,1-2 Year,Yes,25899,269,1,M19
207,240973,Female,51,41,1-2 Year,Yes,35477,173,1,M2
208,208086,Male,30,28,1-2 Year,Yes,30448,221,0,M19
209,318647,Female,23,28,< 1 Year,No,29139,142,0,M18
210,33306,Female,45,28,1-2 Year,Yes,39142,18,0,M2
211,39613,Male,57,28,1-2 Year,Yes,2630,170,0,M19
212,115630,Male,61,11,1-2 Year,Yes,22704,60,0,M15
213,350708,Male,43,28,1-2 Year,No,40596,81,0,M12
214,20958,Male,35,8,1-2 Year,No,39244,113,0,M18
215,117821,Male,42,28,1-2 Year,Yes,38350,65,1,M14
216,312377,Male,49,46,1-2 Year,No,24841,274,0,M20
217,341091,Male,26,30,1-2 Year,Yes,2630,270,0,M15
218,309417,Male,45,28,1-2 Year,No,31825,281,0,M18
219,343755,Male,46,28,1-2 Year,Yes,39044,236,0,M17
220,63181,Female,22,15,< 1 Year,Yes,38101,87,0,M4
221,345684,Male,23,50,< 1 Year,No,31504,55,0,M7
222,142695,Male,61,8,1-2 Year,No,2630,263,0,M15
223,348362,Female,38,28,1-2 Year,Yes,48694,284,0,M6
224,66777,Female,70,28,> 2 Years,Yes,66784,37,0,M17
225,341573,Female,22,28,< 1 Year,Yes,37461,86,1,M13
226,183625,Female,25,28,< 1 Year,No,36059,145,0,M6
227,255408,Female,41,28,1-2 Year,No,52617,42,0,M20
228,345845,Female,23,46,< 1 Year,Yes,47484,227,0,M6
229,149455,Female,65,28,> 2 Years,Yes,46154,133,0,M8
230,348495,Male,43,28,1-2 Year,No,23252,48,0,M17
231,228014,Male,70,8,1-2 Year,No,35982,132,0,M7
232,203712,Female,60,28,1-2 Year,No,43137,192,0,M20
233,234386,Female,30,28,1-2 Year,Yes,2630,36,0,M11
234,236766,Female,25,8,< 1 Year,No,42888,192,0,M12
235,53991,Female,60,11,1-2 Year,Yes,2630,56,0,M6
236,190259,Male,55,28,1-2 Year,Yes,37596,213,0,M5
237,115912,Male,50,28,1-2 Year,Yes,39254,16,0,M13
238,336510,Male,24,30,< 1 Year,No,34784,281,0,M19
239,302575,Male,45,46,1-2 Year,Yes,29655,100,0,M20
240,203404,Male,80,46,1-2 Year,No,56284,62,0,M19
241,319385,Male,42,11,1-2 Year,No,32465,36,0,M3
242,50175,Female,26,50,< 1 Year,No,62965,173,0,M19
243,341026,Female,39,28,1-2 Year,Yes,33541,118,1,M6
244,241823,Male,30,30,< 1 Year,No,44957,56,0,M10
245,278703,Male,26,46,< 1 Year,No,31282,155,0,M10
246,282874,Female,55,41,< 1 Year,Yes,2630,213,0,M1
247,342062,Male,38,28,1-2 Year,No,33764,29,0,M1
248,177502,Female,24,11,< 1 Year,No,2630,32,0,M16
249,163728,Female,66,8,1-2 Year,Yes,31022,299,1,M9
250,173705,Male,22,28,< 1 Year,No,38024,157,0,M20
251,181785,Female,24,8,< 1 Year,No,31339,227,0,M7
252,177969,Male,73,50,1-2 Year,Yes,30582,109,0,M17
253,329324,Male,39,28,1-2 Year,Yes,2630,59,0,M7
254,100753,Male,69,15,1-2 Year,Yes,54870,292,0,M8
255,217356,Female,46,28,1-2 Year,Yes,48407,187,0,M20
256,236244,Male,45,46,1-2 Year,Yes,26226,100,1,M14
257,349608,Male,52,28,> 2 Years,Yes,62725,218,1,M11
258,114046,Female,22,15,< 1 Year,No,28335,160,0,M10
259,326007,Male,25,11,< 1 Year,No,2630,107,0,M2
260,260991,Male,33,46,< 1 Year,No,19107,92,0,M9
261,358819,Female,28,15,< 1 Year,No,42739,148,0,M9
262,151521,Female,42,15,1-2 Year,Yes,41791,21,0,M9
263,236828,Female,30,29,< 1 Year,No,30189,259,0,M20
264,343426,Male,26,3,< 1 Year,No,20354,31,0,M19
265,210284,Female,30,28,1-2 Year,Yes,27835,50,1,M16
266,56789,Male,27,50,< 1 Year,No,34304,40,0,M11
267,86246,Female,56,28,> 2 Years,Yes,31033,284,0,M4
268,205636,Female,26,41,< 1 Year,Yes,20979,194,1,M9
269,62223,Female,22,30,< 1 Year,No,29298,129,0,M11
270,47888,Female,34,28,1-2 Year,Yes,60624,25,1,M1
271,147487,Male,25,8,< 1 Year,Yes,2630,113,0,M11
272,207739,Female,32,46,1-2 Year,Yes,2630,289,1,M20
273,341612,Male,37,28,1-2 Year,No,2630,249,0,M19
274,134327,Female,27,29,< 1 Year,No,33918,23,0,M13
275,288653,Female,24,11,< 1 Year,No,28100,273,0,M9
276,195152,Female,22,29,< 1 Year,Yes,2630,23,1,M16
277,366740,Male,32,28,< 1 Year,No,24302,23,0,M6
278,351947,Female,68,28,1-2 Year,No,24858,71,0,M19
279,246193,Male,37,30,1-2 Year,No,2630,94,0,M1
280,60917,Female,24,30,< 1 Year,No,25313,97,0,M11
281,87407,Female,28,30,1-2 Year,Yes,2630,125,0,M3
282,52662,Female,40,28,1-2 Year,Yes,51343,232,0,M15
283,170834,Male,25,30,< 1 Year,No,21646,222,0,M16
284,26083,Male,44,28,1-2 Year,No,58445,110,0,M17
285,323798,Male,32,15,1-2 Year,No,36363,104,0,M12
286,239263,Female,25,8,< 1 Year,No,35192,170,0,M7
287,176991,Female,27,28,< 1 Year,No,43943,243,0,M7
288,88868,Female,38,15,1-2 Year,No,45164,56,0,M9
289,213292,Male,24,11,< 1 Year,No,28047,147,0,M2
290,274035,Female,41,28,1-2 Year,Yes,42067,80,0,M20
291,149331,Male,23,28,< 1 Year,No,21453,263,0,M12
292,83999,Female,79,28,> 2 Years,Yes,59044,154,1,M8
293,15883,Female,27,28,< 1 Year,No,30605,72,0,M4
294,316668,Female,25,28,< 1 Year,No,24924,168,0,M8
295,268838,Female,29,41,1-2 Year,No,26162,233,0,M4
296,226016,Female,70,8,1-2 Year,Yes,38979,54,0,M9
297,274224,Male,22,50,< 1 Year,No,41648,99,0,M10
298,375630,Male,34,29,1-2 Year,No,40636,87,0,M12
299,74316,Female,23,11,< 1 Year,Yes,32451,134,0,M20
300,199888,Male,34,15,1-2 Year,No,46974,113,0,M18
301,128478,Female,33,28,1-2 Year,Yes,25363,259,0,M5
302,104426,Male,23,50,< 1 Year,Yes,26643,240,0,M20
303,307290,Female,59,8,1-2 Year,Yes,30808,235,0,M4
304,265908,Male,23,15,< 1 Year,No,48665,255,0,M19
305,228469,Female,45,41,1-2 Year,Yes,2630,297,0,M20
306,255214,Male,27,30,< 1 Year,Yes,2630,17,0,M18
307,354051,Male,23,50,< 1 Year,No,32453,285,0,M17
308,20045,Male,54,28,1-2 Year,No,56179,102,0,M5
309,91603,Male,54,46,1-2 Year,Yes,38481,192,0,M17
310,316106,Female,23,29,< 1 Year,No,46928,294,0,M18
311,234116,Male,43,28,1-2 Year,Yes,28762,106,0,M4
312,46341,Female,53,50,1-2 Year,Yes,32297,170,0,M14
313,42129,Male,43,28,1-2 Year,Yes,33660,179,0,M6
314,266414,Male,47,28,1-2 Year,Yes,37044,28,0,M14
315,208867,Female,22,28,< 1 Year,No,28903,16,0,M3
316,321066,Male,24,28,< 1 Year,No,69971,59,0,M8
317,202774,Female,28,46,< 1 Year,No,33138,227,0,M11
318,321245,Female,31,28,1-2 Year,Yes,31669,205,0,M15
319,103480,Male,22,28,< 1 Year,No,27373,240,0,M19
320,363606,Male,52,28,> 2 Years,Yes,27353,277,0,M11
321,328703,Male,67,8,1-2 Year,No,48595,131,0,M17
322,76243,Male,52,28,1-2 Year,Yes,44267,190,1,M7
323,267684,Male,23,8,< 1 Year,No,63841,64,0,M3
324,313798,Female,22,46,< 1 Year,Yes,27104,142,0,M3
325,216023,Male,47,3,1-2 Year,Yes,30914,31,1,M13
326,378474,Male,25,28,< 1 Year,No,37770,277,0,M9
327,11029,Male,26,15,< 1 Year,No,36190,163,0,M5
328,147532,Female,35,15,1-2 Year,No,34856,49,1,M18
329,107475,Male,30,41,< 1 Year,Yes,31742,249,0,M18
330,113842,Male,49,28,1-2 Year,No,2630,200,0,M13
331,124289,Female,46,15,1-2 Year,Yes,24220,215,0,M20
332,315108,Male,21,8,< 1 Year,Yes,41345,46,0,M13
333,240998,Female,47,28,> 2 Years,Yes,2630,40,0,M6
334,218963,Female,28,50,< 1 Year,No,23352,232,0,M14
335,150222,Male,53,15,1-2 Year,Yes,2630,49,0,M7
336,310422,Female,28,30,< 1 Year,No,32712,148,0,M18
337,127318,Female,41,28,1-2 Year,No,46293,78,0,M2
338,244793,Male,73,28,1-2 Year,Yes,30420,167,0,M5
339,258084,Female,69,8,1-2 Year,No,2630,44,0,M8
340,251828,Male,24,41,< 1 Year,No,41119,235,0,M3
341,368364,Male,46,8,1-2 Year,No,38704,143,0,M6
342,20413,Male,33,28,< 1 Year,Yes,28813,27,0,M10
343,1610,Female,42,8,1-2 Year,Yes,29277,141,1,M4
344,31051,Female,35,11,1-2 Year,No,28628,124,0,M12
345,129988,Female,65,8,1-2 Year,No,41849,262,0,M8
346,69461,Male,73,28,> 2 Years,Yes,66169,74,0,M16
347,364177,Male,21,15,< 1 Year,No,2630,182,0,M9
348,651,Female,44,28,1-2 Year,Yes,26567,215,0,M1
349,137797,Male,80,28,> 2 Years,Yes,23549,108,0,M15
350,273810,Male,23,8,< 1 Year,Yes,41811,248,0,M12
351,102235,Female,23,11,< 1 Year,No,32318,24,0,M16
352,234953,Male,21,3,< 1 Year,No,29024,272,0,M16
353,115693,Male,69,28,1-2 Year,Yes,34186,188,0,M3
354,347613,Female,21,28,< 1 Year,Yes,40734,11,0,M10
355,256490,Male,22,28,< 1 Year,Yes,49854,36,0,M4
356,138864,Female,23,30,< 1 Year,No,32381,16,0,M3
357,65720,Male,56,28,1-2 Year,Yes,2630,228,0,M16
358,42324,Female,53,28,1-2 Year,Yes,2630,68,0,M7
359,144665,Male,26,8,< 1 Year,Yes,75983,234,0,M3
360,140369,Male,25,29,< 1 Year,Yes,31951,260,0,M2
361,9071,Male,61,28,1-2 Year,No,53227,210,0,M17
362,215658,Male,52,41,1-2 Year,No,31606,54,0,M6
363,172201,Male,42,8,1-2 Year,Yes,24682,260,0,M5
364,286066,Male,46,8,1-2 Year,No,2630,257,0,M6
365,134160,Male,21,28,< 1 Year,Yes,85209,116,0,M15
366,62380,Female,73,28,1-2 Year,Yes,74301,126,1,M4
367,158793,Female,24,29,< 1 Year,No,28461,198,0,M11
368,313647,Male,21,50,< 1 Year,No,37586,75,0,M5
369,199228,Male,47,28,1-2 Year,Yes,27760,27,0,M15
370,308208,Female,69,28,1-2 Year,No,34277,180,0,M3
371,166321,Female,64,11,1-2 Year,No,33274,187,0,M15
372,129397,Male,24,8,< 1 Year,No,72442,49,0,M7
373,108653,Female,26,28,< 1 Year,No,28620,187,0,M19
374,135286,Female,42,28,1-2 Year,Yes,26034,185,0,M20
375,88296,Male,26,41,< 1 Year,No,21584,173,0,M16
376,265871,Male,29,30,< 1 Year,No,22427,250,0,M10
377,48691,Female,24,15,< 1 Year,No,41544,130,0,M1
378,216099,Male,37,30,1-2 Year,Yes,2630,226,1,M4
379,42657,Male,54,28,1-2 Year,Yes,42593,267,1,M12
380,270409,Male,35,8,1-2 Year,Yes,46679,275,1,M5
381,269157,Male,48,28,1-2 Year,Yes,49591,290,0,M5
382,54947,Female,41,28,1-2 Year,No,103511,185,0,M4
383,152511,Female,25,41,< 1 Year,No,34394,163,0,M6
384,84254,Male,41,41,1-2 Year,Yes,35200,106,0,M17
385,262638,Female,52,29,1-2 Year,Yes,2630,287,0,M19
386,14870,Female,44,8,1-2 Year,No,70942,250,0,M8
387,207964,Male,29,28,< 1 Year,No,46284,102,0,M15
388,102078,Female,26,11,< 1 Year,No,31170,257,0,M5
389,197891,Male,45,28,1-2 Year,Yes,38346,65,0,M15
390,21725,Male,42,28,> 2 Years,Yes,33488,224,1,M10
391,244153,Female,23,30,< 1 Year,No,22869,273,0,M1
392,347597,Male,43,28,1-2 Year,Yes,42503,18,0,M7
393,126057,Male,73,28,1-2 Year,No,81028,47,0,M8
394,30545,Male,46,11,1-2 Year,No,42085,296,0,M10
395,190634,Male,39,28,1-2 Year,Yes,36445,33,0,M9
396,294397,Male,33,28,< 1 Year,Yes,37806,212,0,M4
397,290168,Male,25,29,1-2 Year,Yes,35500,59,0,M15
398,208388,Female,77,28,1-2 Year,Yes,96941,281,0,M14
399,196494,Male,20,8,< 1 Year,No,45774,298,0,M9
400,150932,Female,23,28,< 1 Year,Yes,47514,52,0,M1
401,212283,Female,22,30,< 1 Year,No,42290,162,0,M6
402,356215,Male,25,30,< 1 Year,Yes,29701,121,0,M4
403,135326,Female,25,8,< 1 Year,No,38603,163,0,M14
404,274390,Male,60,28,1-2 Year,Yes,58609,12,1,M4
405,128440,Male,30,28,1-2 Year,Yes,2630,275,0,M1
406,318750,Male,56,30,1-2 Year,No,39055,261,0,M2
407,266747,Male,33,28,1-2 Year,Yes,34889,136,0,M3
408,124434,Female,32,28,1-2 Year,Yes,45616,240,0,M17
409,341099,Male,43,28,1-2 Year,Yes,31952,90,1,M5
410,218815,Female,73,28,> 2 Years,Yes,42165,126,0,M15
411,85649,Female,47,28,1-2 Year,Yes,33057,196,0,M11
412,178746,Male,25,29,< 1 Year,Yes,24818,89,1,M8
413,178036,Female,22,11,< 1 Year,No,29565,112,0,M12
414,38268,Male,51,28,1-2 Year,Yes,47138,168,0,M4
415,337711,Female,40,28,1-2 Year,No,45779,198,0,M6
416,235684,Male,22,41,< 1 Year,No,35235,195,0,M11
417,296507,Female,21,50,< 1 Year,Yes,34259,107,0,M5
418,3567,Male,56,28,1-2 Year,Yes,69009,52,1,M5
419,40162,Male,20,28,< 1 Year,Yes,2630,186,0,M16
420,265269,Male,55,3,1-2 Year,No,22995,203,0,M7
421,296202,Male,33,28,< 1 Year,No,23968,51,0,M9
422,257150,Male,58,46,1-2 Year,No,42515,265,0,M14
423,273696,Male,56,8,1-2 Year,Yes,23601,86,0,M3
424,137727,Male,30,28,< 1 Year,Yes,43199,288,1,M9
425,137534,Male,49,28,1-2 Year,Yes,39051,78,0,M6
426,225718,Female,75,28,1-2 Year,Yes,27728,35,0,M6
427,55401,Female,24,50,< 1 Year,No,40374,231,0,M16
428,72736,Male,46,28,1-2 Year,No,28349,148,0,M19
429,189414,Male,56,3,1-2 Year,Yes,28407,271,0,M4
430,189777,Male,49,28,> 2 Years,Yes,2630,207,0,M3
431,171563,Female,21,46,< 1 Year,No,30922,123,0,M1
432,157881,Male,22,8,< 1 Year,No,47288,295,0,M2
433,107731,Female,41,28,1-2 Year,No,48598,63,0,M14
434,42406,Female,24,8,< 1 Year,No,34962,106,0,M1
